Date,Open,High,Low,Close,Volume,Adj Close
4/1/1996,12.56,12.75,11.94,12.19,16200,9.18
5/1/1996,12.19,12.19,11.63,11.81,8800,8.89
6/3/1996,11.81,12.38,11.56,12.38,4800,9.32
7/1/1996,12.38,12.38,11.56,12.06,14600,9.08
8/1/1996,12,12.56,12,12.19,7300,9.2
9/3/1996,12.06,12.25,11.69,11.94,5400,9.01
10/1/1996,12,12.25,11.81,11.81,4500,8.91
11/1/1996,11.81,12.44,11.81,12.19,1300,9.2
12/2/1996,12.13,12.13,11.75,12,9300,9.05
1/2/1997,12,12.44,11.5,12.38,11900,9.34
2/3/1997,12.44,12.63,12.13,12.31,11800,9.29
3/3/1997,12.31,12.94,12.25,12.5,7200,9.43
4/1/1997,12.69,13.5,12.31,13.31,18300,10.04
5/1/1997,13.44,14.88,13.38,14.44,5200,10.89
6/2/1997,14.44,15.94,14.31,15.5,7200,11.69
7/1/1997,15.63,16.69,15.19,15.88,4800,11.98
8/1/1997,15.75,15.75,13.75,13.94,4100,10.52
9/2/1997,14.19,15.25,13.75,15,32100,11.32
10/1/1997,15.19,15.69,13.06,14.63,8700,11.04
11/3/1997,14.63,15.06,14.19,14.88,15600,11.23
12/1/1997,15,15.69,14.88,15.44,8900,11.67
1/2/1998,15.38,16.06,14.56,16,11100,12.09
2/2/1998,16.44,17.69,16.06,17.44,7100,13.18
3/2/1998,17.94,18.37,16.87,18.31,13400,13.84
4/1/1998,18.12,18.75,17.12,18.25,16900,13.79
5/1/1998,18.37,19.69,18.37,19.37,13900,14.64
6/1/1998,19,19.62,17.81,18.87,8600,14.26
7/1/1998,19.37,20.69,19.12,19.81,9900,14.97
8/3/1998,19.81,20.12,15,15,23500,12.21
9/1/1998,15.38,16.87,13.63,13.75,29000,11.19
10/1/1998,13.38,16.19,12.56,16.19,20500,13.17
11/2/1998,16.5,17.31,15.56,16.94,26400,13.78
12/1/1998,16.5,17.62,16.19,17,23900,14.3
1/4/1999,17.44,18.44,16.62,16.81,18900,14.14
2/1/1999,16.87,17.19,15.81,16.25,8400,13.67
3/1/1999,15.88,16.81,15.63,15.81,12800,13.3
4/1/1999,15.94,16.56,15.56,16.25,27400,13.67
5/3/1999,16.19,16.62,15.13,15.44,13300,12.99
6/1/1999,15.38,16.12,15.25,15.81,23500,13.3
7/1/1999,15.75,15.94,15.31,15.75,17500,13.25
8/2/1999,15.56,16.19,15.25,15.31,29800,13.2
9/1/1999,15.75,16,15.13,15.69,7200,13.53
10/1/1999,15.69,16.12,14.81,15.81,25300,13.63
11/1/1999,15.56,16.12,15.31,15.75,24700,13.58
12/1/1999,15.75,16.25,15.44,16,28200,13.8
1/3/2000,16.31,16.81,14.25,14.25,28200,12.29
2/1/2000,14.31,15.56,14.13,14.44,28000,12.45
3/1/2000,14.5,15.75,13.88,15.5,45500,13.36
4/3/2000,15.63,15.88,14.56,14.88,16200,12.83
5/1/2000,14.75,15.88,14.56,15.75,27400,13.58
6/1/2000,15.69,16.5,15.31,15.94,16700,13.74
7/3/2000,15.81,16.56,15.81,16,15300,13.8
8/1/2000,16.06,16.44,15.5,15.81,23100,13.77
9/1/2000,15.63,16,14.44,15,13600,13.06
10/2/2000,15.06,15.56,14.19,15.31,26200,13.33
11/1/2000,14.94,15.63,14.75,15.19,21500,13.23
12/1/2000,15.31,16.87,15.31,16.81,41500,14.79
1/2/2001,16.75,17.75,16.06,16.4,19500,14.43
2/1/2001,16.65,16.69,15.1,15.65,19500,13.77
3/1/2001,15.35,15.65,12.81,14.05,14800,12.36
4/2/2001,14.05,14.64,13.15,14.2,9800,12.49
5/1/2001,14.33,14.8,13.9,14,20600,12.32
6/1/2001,13.8,14.35,13.15,13.45,24900,11.83
7/2/2001,13.5,13.6,12.7,13.1,13900,11.52
8/1/2001,13.45,13.67,12.82,13.05,7300,11.56
9/4/2001,12.65,12.67,10.55,12.05,14300,10.68
10/1/2001,12.05,12.45,11.66,12.24,13700,10.85
11/1/2001,12.25,13.11,12.15,12.45,23900,11.03
12/3/2001,12.49,12.9,12.15,12.54,24400,11.12
1/2/2002,12.8,12.82,11.87,11.92,18700,10.57
2/1/2002,11.92,12.3,11.71,12.24,7700,10.85
3/1/2002,12.3,13.29,12.2,13.12,16500,11.63
4/1/2002,13.22,13.66,13.01,13.43,13300,11.9
5/1/2002,13.68,14.24,13.51,14.04,18100,12.45
6/3/2002,14.03,14.04,12.41,13.55,18800,12.01
7/1/2002,13.63,13.64,10.1,11.67,18100,10.34
8/1/2002,11.65,12.33,10.69,11.51,26800,10.2
9/3/2002,11.3,11.65,9.96,10.61,18600,9.4
10/1/2002,10.53,11.25,9.74,10.9,12300,9.66
11/1/2002,11.15,11.72,10.96,11.53,12100,10.22
12/2/2002,11.6,11.64,10.73,11.11,11500,9.87
1/2/2003,11.17,12.05,10.56,10.7,10500,9.51
2/3/2003,10.75,10.9,9.87,10.1,12600,8.98
3/3/2003,10.43,10.59,9.11,10.14,13700,9.01
4/1/2003,10.28,11.3,10.14,11.26,15800,10.01
5/1/2003,11.25,11.95,11.17,11.88,16400,10.56
6/2/2003,11.98,12.6,11.54,11.78,26400,10.47
7/1/2003,11.73,12.39,11.45,12.09,22600,10.75
8/1/2003,12.09,12.55,12.05,12.23,12800,10.87
9/2/2003,12.5,13.19,12.26,12.78,12800,11.36
10/1/2003,12.84,13.35,12.71,13.1,17400,11.64
11/3/2003,13.3,13.87,12.75,13.84,23600,12.3
12/1/2003,14,14.88,13.82,14.74,17200,13.18
1/2/2004,14.7,15.53,14.7,15.13,31000,13.52
2/2/2004,15.3,16.03,15.01,15.14,35800,13.53
3/1/2004,15.5,15.53,14.34,14.82,21800,13.25
4/1/2004,14.89,15.8,14.7,14.91,32900,13.33
5/3/2004,14.85,15.46,14.5,15.16,25400,13.55
6/1/2004,15.05,15.69,14.9,15.22,14500,13.61
7/1/2004,15.18,15.44,14.43,14.59,16500,13.04
8/2/2004,14.7,14.9,14.2,14.6,11300,13.05
9/1/2004,14.73,15.25,14.6,14.89,13300,13.31
10/1/2004,15.17,15.57,14.86,15.45,15800,13.81
11/1/2004,15.55,17.05,15.45,16.61,34700,14.85
12/1/2004,16.62,17.27,16.41,17.2,26800,15.45
1/3/2005,17.25,17.27,16.35,16.56,33800,14.88
2/1/2005,16.56,17.6,16.28,17.6,47000,15.81
3/1/2005,17.6,18.09,16.73,16.87,35700,15.16
4/1/2005,17,17.25,15.01,16.75,41700,15.05
5/2/2005,16.79,17.21,16.49,16.81,40300,15.1
6/1/2005,16.74,17.11,16.34,16.62,27700,14.93
7/1/2005,16.62,17.63,16.28,17.44,43100,15.67
8/1/2005,17.5,18.25,17.36,17.78,50400,15.97
9/1/2005,17.9,18.46,17.86,18.16,38300,16.32
10/3/2005,18.08,18.44,17.55,18.39,74800,16.52
11/1/2005,18.43,19.2,18.35,18.9,104300,16.98
12/1/2005,19.05,20.6,19,19.31,175000,17.46
1/3/2006,19.82,20.61,19.61,20.44,191600,18.48
2/1/2006,20.42,20.66,19.94,20.27,188300,18.32
3/1/2006,20.44,21.24,19.81,20.93,238200,18.92
4/3/2006,20.95,22.27,20.76,22.25,140300,20.11
5/1/2006,22.47,23.06,20.61,21.32,146700,19.27
6/1/2006,21.12,21.78,19.51,21.27,138200,19.23
7/3/2006,21.35,22.05,20.22,22.01,70700,19.9
8/1/2006,21.9,22.8,21.53,22.65,88800,20.48
9/1/2006,22.65,23.23,22.01,23.04,136800,20.83
10/2/2006,23.1,23.9,22.86,23.58,144100,21.32
11/1/2006,23.8,24.71,23.47,24.48,88900,22.13
12/1/2006,24.62,27,24.34,24.9,106800,22.51
1/3/2007,25.03,25.53,24.44,25.49,167300,23.04
2/1/2007,25.62,26.15,24.21,24.85,207200,22.47
3/1/2007,24.6,26.07,24.17,25.48,259700,23.03
4/2/2007,25.59,27.48,25.43,27.18,161600,24.57
5/1/2007,27.25,27.36,26.57,27.16,132400,24.55
6/1/2007,27.16,27.32,25.74,26.42,174000,23.88
7/2/2007,26.71,27.31,25.11,25.78,149200,23.31
8/1/2007,25.85,26.46,23.91,25.71,178000,23.24
9/4/2007,25.71,26.92,25.4,26.9,115900,24.32
10/1/2007,26.85,27.68,26.5,27.55,165500,24.91
11/1/2007,27.24,27.65,25.8,27.36,147300,24.73
12/3/2007,27.07,27.76,25.28,25.99,246400,23.75
1/2/2008,26.3,26.31,22.95,24.97,402500,22.82
2/1/2008,25.16,25.9,23.34,25.43,565700,23.24
3/3/2008,25.42,26.07,24.3,25.88,246500,23.65
4/1/2008,26.18,26.8,25.35,25.83,465300,23.6
5/1/2008,25.72,26.5,25.57,25.91,151100,23.68
6/2/2008,25.94,26.37,23.54,23.79,368800,21.74
7/1/2008,23.59,23.93,22.45,23.66,183600,21.62
8/1/2008,23.78,23.97,22.41,22.9,238400,20.93
9/2/2008,23.09,23.18,19.86,21.03,284900,19.22
10/1/2008,20.91,21.32,15.93,18.37,340400,16.79
11/3/2008,18.26,19.23,14.18,16.66,205400,15.22
12/1/2008,16.07,18.54,15.32,18.54,284400,17.01
1/2/2009,18.33,18.72,15.37,15.83,293300,14.52
2/2/2009,15.34,15.9,13.94,14.04,247200,12.88
3/2/2009,13.51,16.11,12.91,15.23,213000,13.97
4/1/2009,15.12,16.62,15.04,16.22,253800,14.88
5/1/2009,16.43,18.2,16.36,18.13,217900,16.63
6/1/2009,18.46,18.65,17.05,17.71,115600,16.49
7/1/2009,17.81,19.74,17,19.57,104300,18.22
8/3/2009,19.81,20.95,19.04,20.78,130000,19.35
9/1/2009,20.54,22.21,19.96,21.72,137700,20.23
10/1/2009,21.47,22.69,20.67,21.38,140600,19.91
11/2/2009,21.38,22.82,21.03,22.09,98200,20.57
12/1/2009,22.43,22.85,21.65,22.26,126100,20.77
1/4/2010,22.63,23.2,21.17,21.29,189100,19.86
2/1/2010,21.54,22.07,20.19,21.89,132200,20.42
3/1/2010,21.94,23.31,21.76,23.1,145900,21.55
4/1/2010,23.35,23.63,21.48,21.92,317300,20.45
5/3/2010,21.86,22.04,18.7,19.58,335400,18.27
6/1/2010,19.4,21.5,19.26,19.99,216600,18.65
7/1/2010,20.23,21.64,19.82,21.22,241100,19.8
8/2/2010,21.55,21.86,20.9,21.57,203100,20.12
9/1/2010,22.01,23.17,22.01,22.82,184300,21.29
10/1/2010,22.94,24.17,22.72,23.52,196800,21.94
11/1/2010,23.4,24.75,22.71,22.71,189100,21.19
12/1/2010,23.02,25.15,22.98,25.08,170000,23.4
1/3/2011,25.15,25.25,23.84,24.76,225300,23.1
2/1/2011,25.02,25.8,24.44,25.7,223900,23.98
3/1/2011,25.84,25.84,23.66,25.29,203700,23.6
4/1/2011,25.18,27.94,25.03,27.85,176000,25.98
5/2/2011,27.93,28.4,26.75,28.36,340200,26.46
6/1/2011,28.51,28.57,25.63,26.61,516200,25.33
7/1/2011,26.43,26.94,25.51,26.32,424400,25.05
8/1/2011,26.63,26.65,22.88,24.67,401500,23.48
9/1/2011,24.83,25.02,20.67,21.66,236200,20.62
10/3/2011,21.5,24.74,20.81,23.5,200500,22.37
11/1/2011,22.41,23.46,20.72,22.36,183100,21.28
12/1/2011,22.48,22.68,21.4,22.62,212400,21.55
1/3/2012,23.02,23.8,22.25,23.32,194800,22.21
2/1/2012,23.63,24.81,23.6,24.35,210600,23.19
3/1/2012,24.41,25.24,23.54,25.03,190000,23.84
4/2/2012,24.99,25.41,23.8,24.82,196100,23.64
5/1/2012,24.85,25.06,22.05,22.25,335600,21.19
6/1/2012,21.99,23.5,21.69,22.91,380100,22.43
7/2/2012,22.88,23.45,21.9,23.28,163700,22.79
8/1/2012,23.35,24.12,22.89,23.77,315500,23.27
9/4/2012,23.75,25.38,23.67,24.59,293700,24.08
10/1/2012,24.94,26.18,24.9,25.19,352300,24.66
11/1/2012,25.3,26.26,24.35,26.17,432000,25.62
12/3/2012,26.33,27.23,26.2,26.8,350400,26.24
1/2/2013,27.06,28.84,26.89,28.7,546900,28.1
2/1/2013,29.1,29.3,28.25,28.76,538500,28.16
3/1/2013,28.54,29.89,28.5,29.36,405700,28.75
4/1/2013,29.39,30.57,28.85,30.5,526800,29.86
5/1/2013,30.67,31.2,29.71,29.73,471200,29.11
6/3/2013,29.45,30.45,28.01,28.65,946900,28.65
7/1/2013,28.78,30.08,28.42,29.85,439400,29.85
8/1/2013,30.02,30.82,29.32,29.35,405500,29.35
9/3/2013,29.8,31.54,29.53,31.28,350300,31.28
10/1/2013,31.41,31.47,30.44,30.45,523100,30.45
